account_age_days,total_orders,product_rating,discount_percent
710,609,4.82,9.0
397,747,2.46,11.09
384,986,1.84,11.87
696,626,4.74,9.0
226,898,3.24,8.61
192,815,4.47,6.58
895,178,1.52,12.49
1875,832,2.84,11.37
881,15,3.47,4.0
822,133,1.64,10.74
681,619,2.98,11.17
1266,119,3.75,7.24
334,452,2.55,10.46
156,994,3.16,8.16
154,554,2.75,8.73
521,431,3.34,10.66
1071,697,1.97,12.61
480,198,3.68,9.94
1183,500,4.33,9.24
1332,155,3.0,9.57
1155,539,1.96,12.63
1475,293,2.09,12.44
303,392,4.12,7.97
1267,92,4.51,5.22
1823,708,2.64,11.66
1376,325,3.04,11.09
1796,324,2.53,11.81
961,187,1.04,13.49
1951,208,2.5,11.86
1607,920,4.7,9.0
1261,712,3.51,10.41
1253,157,2.22,10.75
1811,864,3.31,10.7
1253,186,2.57,11.27
1327,396,4.21,9.41
163,716,3.96,7.08
1301,316,2.9,11.29
238,956,1.39,11.35
1098,47,3.45,5.14
1125,954,1.4,13.43
1384,967,2.0,12.57
1809,511,1.48,13.31
1330,712,1.45,13.36
1910,864,3.05,11.07
1851,331,4.47,9.04
1857,363,3.82,9.97
122,526,1.57,10.16
981,861,4.83,9.0
1384,436,2.82,11.4
941,820,3.19,10.87
1317,322,2.59,11.73
1153,664,4.99,9.0
406,116,1.43,9.69
1764,568,1.24,13.66
1289,51,4.01,4.49
726,850,3.8,10.0
164,838,4.59,6.31
793,51,3.6,5.07
739,46,2.04,7.12
1171,596,2.22,12.26
517,219,4.67,9.0
322,149,2.46,8.71
1244,450,1.98,12.6
277,278,3.15,9.14
1462,456,4.28,9.31
1538,321,3.59,10.3
1563,509,3.89,9.87
1849,42,1.79,7.34
143,948,4.29,6.44
456,542,2.25,11.86
1518,78,4.65,4.73
1896,820,1.33,13.53
1474,345,2.6,11.71
698,495,4.29,9.3
1461,488,1.9,12.71
724,371,2.66,11.63
1238,901,4.74,9.0
48,260,4.12,5.93
1684,489,1.86,12.77
1284,372,4.0,9.71
30,999,3.42,6.78
1988,215,2.62,11.69
1225,132,1.85,10.41
1861,918,2.17,12.33
371,271,2.4,10.97
626,923,2.32,12.11
916,652,3.83,9.96
1835,61,3.87,5.03
904,205,1.52,13.26
457,997,1.31,13.21
905,591,1.99,12.59
845,516,4.99,9.0
1325,710,2.22,12.26
1855,538,3.38,10.6
1330,658,1.45,13.36
630,935,2.6,11.71
1432,274,3.21,10.84
1411,175,4.93,8.12
824,179,2.67,10.88
1696,63,3.65,5.42
325,318,3.46,9.09
1947,196,1.03,13.82
422,213,3.79,9.39
1320,509,4.64,9.0
1202,96,2.57,8.12
1052,530,3.68,10.17
1120,941,4.97,9.0
103,988,3.71,6.95
1226,380,2.91,11.27
1944,60,4.1,4.67
771,208,2.67,11.61
1598,573,1.95,12.64
516,482,3.58,10.31
854,569,3.78,10.03
1482,69,3.88,5.3
1623,281,3.97,9.76
1656,592,1.1,13.86
1474,997,2.58,11.74
1602,445,1.25,13.64
763,700,3.15,10.93
1318,118,2.69,8.72
1427,228,2.08,12.46
781,688,2.91,11.27
772,531,2.03,12.53
837,29,4.22,3.42
456,411,1.83,12.46
1946,143,4.14,7.52
139,812,1.71,10.1
1526,226,2.79,11.44
1713,843,4.16,9.49
888,843,2.01,12.56
1752,929,3.22,10.83
1647,772,4.23,9.39
1640,112,1.51,10.19
391,910,1.06,13.04
899,238,1.36,13.49
1137,158,2.73,10.06
1659,65,2.14,7.65
1261,410,2.24,12.23
964,923,3.85,9.93
1664,9,3.44,3.83
1634,717,2.66,11.63
1998,698,3.53,10.39
1883,560,3.92,9.83
1910,433,4.51,9.0
62,912,4.26,5.84
1798,177,2.59,10.92
797,214,1.62,13.11
50,798,3.03,7.5
363,688,2.02,11.45
418,867,2.89,10.64
771,975,1.31,13.56
1771,850,2.54,11.8
1757,993,4.92,9.0
321,247,2.46,10.48
331,821,4.6,7.65
1,195,2.7,7.4
343,155,4.31,6.44
714,279,2.0,12.57
478,562,4.03,9.5
1854,344,3.5,10.43
1521,737,1.75,12.93
432,673,3.92,9.28
714,680,4.19,9.44
1732,221,3.8,10.0
431,787,4.79,8.45
558,325,4.17,9.47
1688,858,1.27,13.61
643,606,4.69,9.0
1068,934,3.51,10.41
984,436,3.25,10.79
375,407,3.23,9.81
1410,861,2.04,12.51
1646,222,3.57,10.33
50,511,3.21,7.24
1163,10,3.91,3.19
389,94,2.42,7.37
460,872,1.22,13.37
1118,914,1.51,13.27
307,932,4.4,7.6
1117,754,1.98,12.6
5,572,1.96,8.67
1274,836,2.02,12.54
1,468,3.95,5.79
1929,966,1.98,12.6
465,324,3.78,9.75
1490,259,3.74,10.09
1128,99,1.21,10.16
334,521,3.61,8.94
921,732,2.87,11.33
604,502,1.96,12.63
1582,487,4.53,9.0
896,323,4.27,9.33
632,871,4.45,9.07
378,428,3.31,9.72
657,355,4.24,9.37
1234,115,3.87,6.92
770,716,1.08,13.89
326,229,1.56,11.81
1554,722,1.11,13.84
1726,730,1.33,13.53
778,546,1.23,13.67
1932,667,1.82,12.83
1693,196,3.92,9.69
1037,559,2.25,12.21
183,703,4.62,6.46
536,505,4.71,9.0
878,327,1.92,12.69
1896,838,2.16,12.34
936,478,4.53,9.0
390,113,3.93,5.89
1266,808,1.93,12.67
1080,911,2.67,11.61
557,18,4.35,3.0
1912,29,2.11,6.43
242,609,1.96,10.56
948,395,2.4,12.0
93,100,4.1,3.0
1178,402,1.66,13.06
1227,613,3.67,10.19
454,214,4.26,8.97
836,665,3.18,10.89
336,725,4.46,7.75
41,156,3.77,4.83
1996,219,4.06,9.63
51,967,2.03,8.94
1627,541,4.4,9.14
1683,79,3.87,5.66
1513,623,2.22,12.26
1666,464,2.73,11.53
973,781,4.88,9.0
891,47,2.45,6.57
1324,893,2.13,12.39
1348,226,3.48,10.46
1228,657,2.54,11.8
1066,206,2.71,11.56
267,991,1.16,11.91
455,281,1.87,12.4
682,810,2.91,11.27
766,865,4.49,9.01
98,315,2.37,8.83
1877,408,2.65,11.64
1043,313,4.63,9.0
450,144,2.34,9.73
447,975,4.43,8.68
931,768,2.35,12.07
1059,939,3.04,11.09
803,761,1.15,13.79
779,228,2.61,11.7
958,657,4.72,9.0
1657,974,2.79,11.44
1123,189,2.59,11.34
1620,69,4.72,4.41
1702,556,3.91,9.84
384,482,3.68,9.24
655,77,4.87,4.7
1517,624,3.71,10.13
421,629,3.97,9.13
354,717,2.61,10.53
73,418,3.38,7.18
1240,177,3.5,9.62
1259,984,4.8,9.0
1140,73,3.6,5.84
1168,597,1.28,13.6
1809,213,3.4,10.57
1313,171,3.04,10.07
177,538,3.89,7.29
1907,96,2.69,7.95
1545,666,1.2,13.71
666,343,4.22,9.4
347,37,4.51,3.0
1373,886,2.6,11.71
1975,190,2.79,11.09
572,174,4.13,8.62
1311,69,4.46,4.47
1987,604,2.61,11.7
1444,7,4.44,3.0
658,222,2.94,11.23
61,705,4.68,5.49
1993,771,4.05,9.64
1939,121,2.33,9.33
1266,696,1.05,13.93
1788,278,2.53,11.81
120,731,4.13,6.49
1467,550,1.67,13.04
121,76,3.0,3.77
1610,604,4.47,9.04
1773,273,4.15,9.5
605,438,4.76,9.0
1366,540,1.09,13.87
1282,899,3.71,10.13
1358,921,2.45,11.93
561,809,1.22,13.69
1253,746,2.74,11.51
348,590,1.42,12.18
919,859,2.99,11.16
862,132,3.58,7.93
1373,639,4.17,9.47
75,427,4.25,5.96
1660,693,3.88,9.89
1237,676,4.88,9.0
1047,130,3.35,8.19
1800,546,3.84,9.94
1365,643,2.29,12.16
1637,843,2.27,12.19
560,278,4.88,9.0
1600,82,3.47,6.34
111,904,2.6,8.6
390,711,2.38,11.15
1874,785,1.78,12.89
1229,604,3.25,10.79
789,425,1.34,13.51
293,529,2.3,10.49
741,800,4.14,9.51
825,23,3.3,4.52
1537,860,1.8,12.86
1493,753,4.63,9.0
1812,910,1.12,13.83
246,492,4.08,7.57
1863,448,2.6,11.71
1705,754,1.11,13.84
1592,108,3.98,6.52
750,855,4.36,9.2
1405,898,1.52,13.26
1683,146,2.49,9.98
1687,120,2.2,9.49
1465,970,1.41,13.41
1418,113,2.46,8.87
560,936,4.45,9.07
1538,67,1.85,8.13
864,937,2.66,11.63
849,988,2.99,11.16
1541,205,4.13,9.53
1758,665,1.21,13.7
1544,804,2.97,11.19
1838,315,2.59,11.73
796,986,1.89,12.73
1245,362,2.2,12.29
126,367,2.67,8.62
1137,387,1.71,12.99
303,400,1.56,11.62
1364,858,3.72,10.11
1431,523,3.57,10.33
227,512,2.93,9.06
1648,874,3.25,10.79
686,458,1.21,13.7
1699,750,4.78,9.0
40,171,2.77,6.78
362,815,3.81,8.88
1295,740,1.1,13.86
1303,280,4.96,9.0
349,945,1.99,11.38
1867,441,1.65,13.07
215,729,1.11,11.56
1492,433,1.31,13.56
73,913,1.29,10.17
1070,237,3.83,9.96
272,332,3.89,8.05
1193,987,1.01,13.99
1583,988,1.53,13.24
92,201,3.41,7.29
1131,754,1.68,13.03
1711,253,4.02,9.69
983,509,4.11,9.56
1874,444,4.86,9.0
944,671,2.29,12.16
454,140,4.96,6.53
1994,942,1.8,12.86
1142,637,4.97,9.0
1206,597,2.28,12.17
1192,780,2.1,12.43
413,359,3.85,9.23
588,340,2.67,11.61
1512,204,3.32,10.69
1703,159,4.54,7.57
775,318,3.86,9.91
772,321,4.29,9.3
779,172,4.06,8.65
34,574,2.14,8.64
1592,457,2.48,11.89
245,825,2.37,10.0
1017,513,2.08,12.46
1620,872,3.64,10.23
193,130,4.72,4.09
1867,788,2.58,11.74
1309,2,1.05,7.0
936,389,4.3,9.29
697,352,3.3,10.71
524,289,3.55,10.36
1916,754,3.71,10.13
969,217,2.01,12.56
1317,926,4.72,9.0
1827,731,1.15,13.79
1936,212,1.14,13.8
676,878,3.91,9.84
1885,173,4.53,8.06
27,536,3.86,6.13
1732,261,3.59,10.3
1694,245,1.1,13.86
296,958,2.55,10.15
1843,575,3.59,10.3
1802,919,3.43,10.53
383,804,2.82,10.46
1298,166,2.7,10.38
754,48,3.55,5.04
733,308,1.99,12.59
162,513,1.61,10.42
774,210,4.55,9.0
86,42,4.16,3.0
486,47,2.4,6.53
820,326,4.23,9.39
1042,591,1.47,13.33
449,781,4.73,8.59
1647,554,2.14,12.37
387,614,3.45,9.6
1059,114,3.45,7.49
104,793,2.39,8.85
1585,409,4.33,9.24
1747,303,4.84,9.0
1529,720,3.32,10.69
994,577,1.04,13.94
1956,468,2.55,11.79
775,828,3.96,9.77
1640,652,2.8,11.43
11,897,2.25,8.3
261,513,2.39,10.1
685,421,1.22,13.69
271,940,3.2,9.03
73,369,1.26,10.21
1995,813,3.33,10.67
929,441,4.29,9.3
581,468,3.63,10.24
1878,43,4.16,3.99
1648,965,4.01,9.7
296,2,1.09,5.31
1373,653,1.63,13.1
732,695,4.25,9.36
657,542,1.91,12.7
403,367,3.89,9.1
1535,919,4.58,9.0
293,658,3.97,8.1
1508,507,3.22,10.83
1912,588,3.3,10.71
170,958,1.52,10.62
761,180,1.37,12.77
384,506,4.16,8.56
802,962,4.06,9.63
1343,261,4.43,9.1
758,600,3.31,10.7
401,681,2.57,10.97
1942,146,2.31,10.24
277,490,3.53,8.6
1661,822,4.8,9.0
373,135,2.22,8.97
1355,732,3.99,9.73
1749,950,2.12,12.4
1409,342,3.14,10.94
928,522,4.64,9.0
69,586,2.68,8.15
1068,432,4.98,9.0
471,257,2.15,12.13
1530,296,2.49,11.87
913,673,2.57,11.76
1313,881,2.08,12.46
705,554,2.64,11.66
1712,786,3.68,10.17
1189,865,4.92,9.0
1151,580,3.3,10.71
214,601,4.07,7.33
71,831,2.68,8.17
1995,751,1.6,13.14
219,700,2.44,9.69
1252,907,4.4,9.14
1893,244,3.8,10.0
1453,993,1.05,13.93
1841,524,3.95,9.79
609,29,4.07,3.63
927,626,1.89,12.73
1548,294,2.39,12.01
1906,539,3.93,9.81
1339,410,4.93,9.0
1518,165,2.05,11.27
817,562,3.07,11.04
1394,463,4.95,9.0
1754,126,1.62,10.52
928,845,2.27,12.19
318,816,2.37,10.59
1279,272,3.92,9.83
948,947,1.56,13.2
1025,369,2.06,12.49
205,948,4.04,7.3
467,405,3.32,10.42
305,51,3.98,3.0
912,324,3.69,10.16
1308,421,3.48,10.46
1459,546,1.5,13.29
1326,495,4.61,9.0
475,337,1.71,12.79
1168,576,3.66,10.2
185,294,1.43,10.87
253,49,1.37,6.21
101,616,4.73,5.81
1228,8,1.11,7.12
11,205,1.95,8.73
1272,545,3.72,10.11
575,415,3.52,10.4
1758,708,1.48,13.31
254,176,4.12,6.73
1114,801,4.7,9.0
1924,982,2.62,11.69
1968,477,1.49,13.3
53,196,3.3,7.0
1380,951,2.96,11.2
1635,759,2.25,12.21
1761,863,4.49,9.01
542,713,3.57,10.33
883,653,4.31,9.27
670,136,1.13,11.57
1871,528,1.36,13.49
656,891,1.13,13.81
341,894,1.34,12.24
1421,994,1.47,13.33
713,870,1.67,13.04
1781,945,3.49,10.44
380,376,2.66,10.67
1776,970,4.37,9.19
1112,545,2.68,11.6
1565,253,3.41,10.56
406,991,2.36,11.31
1808,154,1.22,12.08
1605,95,3.99,6.05
1128,340,3.73,10.1
283,612,2.01,10.82
1798,905,2.35,12.07
1239,550,1.91,12.7
1764,232,1.8,12.86
1410,977,2.79,11.44
79,392,3.47,7.1
210,110,3.9,4.39
715,630,2.23,12.24
1974,209,4.99,9.0
897,888,2.28,12.17
1796,334,1.93,12.67
1192,838,3.22,10.83
589,798,2.03,12.53
1171,145,4.31,7.35
1190,94,1.25,9.93
984,232,2.97,11.19
1982,584,1.5,13.29
1588,728,1.72,12.97
588,267,4.5,9.0
1401,290,4.35,9.21
1809,152,3.55,8.68
1827,178,1.01,13.22
92,909,3.19,7.61
662,516,1.53,13.24
538,728,4.24,9.37
550,214,3.19,10.87
1888,806,2.74,11.51
21,679,4.6,5.17
1082,431,2.36,12.06
994,82,1.28,9.47
1896,971,3.72,10.11
317,668,4.56,7.54
959,700,1.42,13.4
1196,47,1.53,7.89
1113,609,1.68,13.03
956,576,3.5,10.43
1946,369,2.27,12.19
210,498,4.38,6.85
1898,425,1.91,12.7
1523,416,1.74,12.94
530,144,3.52,8.44
1108,399,3.47,10.47
1002,860,3.55,10.36
544,437,4.27,9.33
842,753,4.55,9.0
515,655,4.0,9.71
213,49,3.54,3.0
856,227,1.61,13.13
1099,267,1.12,13.83
242,23,4.63,3.0
801,343,4.31,9.27
1250,194,2.05,12.29
976,772,3.76,10.06
737,477,1.65,13.07
270,90,2.69,5.9
1765,45,3.58,4.89
658,391,2.96,11.2
1986,707,1.68,13.03
1698,127,2.81,8.86
588,381,3.65,10.21
483,994,1.52,13.12
1383,639,2.13,12.39
183,284,3.59,7.76
1921,935,3.46,10.49
516,476,3.76,10.06
173,44,3.52,3.0
157,118,4.16,3.87
943,537,2.78,11.46
1561,599,3.8,10.0
1031,158,3.42,9.07
1856,824,1.48,13.31
1890,79,1.51,9.04
1344,298,4.26,9.34
176,826,4.6,6.41
1604,91,3.74,6.27
1158,627,1.2,13.71
1855,455,4.31,9.27
1893,774,4.41,9.13
873,49,1.47,8.04
703,701,1.69,13.01
1827,873,2.16,12.34
1397,534,3.0,11.14
270,805,4.69,7.16
1246,442,1.23,13.67
961,175,2.63,10.8
1915,78,1.66,8.79
854,628,2.38,12.03
235,907,3.5,8.31
1321,230,2.32,12.11
1682,555,1.13,13.81
892,209,2.35,12.07
285,106,4.86,3.99
1268,693,3.83,9.96
387,230,3.45,9.6
1022,230,4.69,9.0
1901,273,4.37,9.19
393,25,4.11,3.0
1284,556,4.15,9.5
1712,929,4.18,9.46
450,371,1.97,12.21
445,300,4.53,8.56
1309,193,2.71,11.31
828,214,2.02,12.54
1263,480,2.66,11.63
17,581,2.35,8.21
194,128,4.11,4.59
1535,868,1.41,13.41
1652,41,4.46,3.49
59,770,3.23,7.29
863,548,3.27,10.76
1901,862,3.53,10.39
1680,528,3.82,9.97
1115,895,2.22,12.26
979,83,3.75,5.98
1800,967,1.77,12.9
1798,537,2.21,12.27
1997,904,3.08,11.03
43,66,3.14,3.0
277,309,1.07,12.12
1485,606,2.74,11.51
435,179,2.29,10.9
1672,405,3.79,10.01
780,53,1.93,7.53
997,532,4.61,9.0
1173,344,3.25,10.79
1095,63,4.65,4.2
1105,69,4.33,4.66
1474,115,3.41,7.58
1127,182,1.98,11.97
554,888,2.79,11.44
640,108,1.07,10.68
618,56,3.04,6.05
70,831,3.77,6.6
960,796,3.76,10.06
424,457,1.06,13.31
1531,774,1.61,13.13
1418,652,3.68,10.17
1544,715,2.2,12.29
1414,186,4.03,9.18
999,38,3.06,5.39
990,735,2.72,11.54
1365,117,1.1,10.95
1511,113,2.44,8.9
1440,41,2.83,5.82
1326,896,3.09,11.01
1173,598,1.62,13.11
521,679,4.59,9.0
1062,568,1.13,13.81
115,936,4.64,5.92
1668,954,3.84,9.94
1819,506,2.04,12.51
1338,955,2.35,12.07
238,356,1.64,10.99
1514,465,3.85,9.93
781,404,3.28,10.74
1936,283,2.09,12.44
1732,853,1.87,12.76
968,885,2.51,11.84
1185,864,4.93,9.0
1109,136,2.13,10.15
1811,833,3.23,10.81
469,284,2.05,12.25
1196,639,3.62,10.26
10,989,2.41,8.07
1297,791,4.35,9.21
1298,313,1.02,13.97
1683,938,3.05,11.07
710,591,2.78,11.46
1549,245,4.3,9.29
1997,52,2.61,6.52
167,355,1.32,10.88
181,545,4.68,6.45
1463,311,1.55,13.21
1462,610,1.65,13.07
709,229,4.3,9.29
1011,229,3.98,9.74
1221,17,3.29,4.32
956,31,2.67,5.7
54,77,3.04,3.21
407,133,1.03,10.87
421,810,4.84,8.37
1606,934,3.74,10.09
1005,658,2.03,12.53
160,968,2.36,9.34
1036,445,3.82,9.97
1777,990,2.27,12.19
2,210,2.65,7.66
957,356,4.83,9.0
1327,452,2.41,11.99
678,41,3.65,4.65
239,778,1.71,10.9
1800,848,2.37,12.04
667,758,3.47,10.47
1206,297,3.26,10.77
716,88,2.89,7.38
1425,130,1.51,10.82
295,577,2.96,9.56
1998,878,2.36,12.06
746,300,4.34,9.23
632,549,2.2,12.29
1547,295,4.96,9.0
1119,325,1.49,13.3
941,32,4.55,3.12
1880,543,2.21,12.27
1662,944,3.64,10.23
172,501,2.88,8.69
1433,869,3.7,10.14
1866,207,4.23,9.39
977,960,1.92,12.69
159,924,1.57,10.46
721,917,2.18,12.31
1986,584,1.69,13.01
1953,829,3.55,10.36
1791,984,1.85,12.79
1930,211,2.16,12.34
709,687,2.62,11.69
1875,802,3.81,9.99
552,844,1.84,12.8
425,382,4.41,8.53
1982,296,2.59,11.73
859,167,3.16,9.76
1697,214,4.05,9.64
1301,559,4.82,9.0
783,903,2.99,11.16
1785,807,3.28,10.74
902,832,2.6,11.71
820,984,4.45,9.07
1264,151,4.45,7.36
944,703,1.44,13.37
916,848,1.58,13.17
146,152,3.73,5.59
942,341,2.32,12.11
163,834,2.49,9.18
211,673,4.31,6.96
21,682,3.8,6.17
855,293,4.66,9.0
610,369,1.57,13.19
837,588,2.14,12.37
620,253,4.21,9.41
266,715,2.21,10.4
470,171,3.38,9.34
90,421,4.07,6.33
661,588,3.16,10.91
682,479,2.32,12.11
1575,680,4.84,9.0
1104,894,2.96,11.2
207,148,2.46,7.75
467,462,4.53,8.74
1762,454,2.43,11.96
1288,327,1.03,13.96
1527,257,4.6,9.0
1964,972,3.5,10.43
41,828,4.86,5.33
668,668,3.2,10.86
170,148,4.95,4.54
1824,441,1.27,13.61
377,446,2.8,10.44
1343,107,4.74,5.75
1435,263,2.41,11.99
936,616,3.6,10.29
1462,24,4.62,3.0
744,486,3.8,10.0
1604,822,4.34,9.23
1239,169,2.93,10.16
1351,756,1.67,13.04
590,1,2.04,5.55
1247,519,4.43,9.1
983,484,4.24,9.37
1304,673,1.4,13.43
1959,654,2.29,12.16
1817,189,3.67,9.8
872,19,3.85,3.59
1516,915,1.03,13.96
656,161,3.17,9.54
1071,875,3.88,9.89
337,634,4.11,8.25
1063,366,2.4,12.0
88,455,2.36,8.76
1979,448,2.99,11.16
378,586,4.66,8.02
1864,268,1.5,13.29
62,215,2.24,8.72
761,51,1.21,8.48
1876,606,2.26,12.2
951,612,3.18,10.89
372,670,1.44,12.35
1843,736,2.4,12.0
1914,730,1.08,13.89
1877,831,1.87,12.76
17,155,1.82,7.39
261,798,2.13,10.47
1461,480,3.12,10.97
1590,439,2.89,11.3
331,106,2.38,7.39
578,70,4.7,4.45
714,68,4.01,5.08
659,298,3.2,10.86
1274,320,4.02,9.69
1306,427,2.44,11.94
1535,10,4.37,3.0
2,573,4.08,5.62
1378,289,4.16,9.49
587,316,2.13,12.39
1181,835,2.84,11.37
1734,225,3.81,9.99
1536,71,4.9,4.48
1473,852,4.02,9.69
1763,940,3.91,9.84
666,276,2.3,12.14
1145,991,2.53,11.81
119,875,3.73,7.05
779,194,3.7,9.93
635,131,3.06,8.64
1714,151,2.66,9.91
787,466,4.62,9.0
1706,869,2.87,11.33
1953,339,3.02,11.11
1676,262,2.83,11.39
1285,301,4.11,9.56
1450,260,2.99,11.16
925,862,4.52,9.0
1419,724,3.94,9.8
1344,331,2.58,11.74
555,388,1.99,12.59
1231,31,1.08,7.97
1410,627,1.78,12.89
571,13,4.92,3.0
1689,874,1.83,12.81
899,110,4.83,5.85
1292,221,2.15,12.36
688,410,2.32,12.11
1404,381,3.64,10.23
1574,911,3.76,10.06
1446,144,4.72,7.04
495,617,4.4,9.1
1103,16,3.39,4.15
869,900,2.11,12.41
393,728,1.54,12.37
231,523,3.28,8.59
1818,583,3.06,11.06
1650,945,3.93,9.81
528,111,1.19,10.61
289,519,3.36,8.94
826,886,2.07,12.47
360,535,3.27,9.64
1855,383,2.11,12.41
1115,792,4.36,9.2
899,235,2.68,11.6
1777,341,1.35,13.5
379,893,2.66,10.66
1600,915,1.99,12.59
1483,327,3.23,10.81
1033,306,1.43,13.39
1518,179,4.77,8.26
1144,772,1.94,12.66
1701,209,3.61,10.27
1710,90,2.71,7.71
1750,967,1.71,12.99
1116,76,2.83,7.05
1683,129,1.52,10.77
302,160,1.37,10.49
37,116,4.65,3.0
278,473,2.73,9.75
49,364,4.13,5.92
1157,669,1.76,12.91
109,112,4.09,3.38
955,99,4.43,5.56
1770,803,1.53,13.24
815,78,3.01,6.86
1101,135,3.58,8.04
663,483,4.21,9.41
500,574,4.31,9.27
104,587,1.25,10.47
1311,19,4.76,3.0
393,90,3.48,5.75
1997,337,1.6,13.14
1582,503,1.14,13.8
194,569,2.74,9.07
95,114,2.17,6.08
12,666,2.43,8.05
1330,668,1.72,12.97
61,307,4.58,5.49
1988,820,4.06,9.63
1250,763,2.0,12.57
740,453,1.88,12.74
363,384,1.85,11.69
204,987,3.02,8.75
731,546,1.72,12.97
256,863,4.62,7.05
1046,757,2.62,11.69
1818,854,4.5,9.0
201,232,4.67,6.61
1855,618,3.7,10.14
1057,414,2.58,11.74
758,573,1.76,12.91
1526,692,4.15,9.5
826,524,1.32,13.54
1831,310,3.9,9.86
1943,364,2.37,12.04
1018,162,2.73,10.2
1175,166,2.27,11.0
611,150,3.64,8.48
1356,560,4.74,9.0
1531,246,2.04,12.51
1767,644,3.35,10.64
168,402,1.28,10.94
1669,596,2.77,11.47
1032,697,1.04,13.94
1643,626,2.27,12.19
1405,825,3.6,10.29
460,551,2.98,10.85
1563,438,3.91,9.84
856,384,2.32,12.11
1326,411,4.4,9.14
1934,134,4.09,7.28
1108,649,1.75,12.93
1065,653,4.44,9.09
1313,361,1.88,12.74
1036,814,2.73,11.53
583,69,1.4,8.84
259,929,4.53,7.07
1789,146,1.92,10.8
227,393,3.13,8.77
1612,482,2.61,11.7
1809,889,3.61,10.27
1121,704,1.15,13.79
1951,774,2.77,11.47
398,940,3.58,9.5
1271,604,3.12,10.97
1554,271,2.64,11.66
1550,434,4.76,9.0
1361,873,3.79,10.01
102,211,3.25,7.6
1312,132,4.99,6.62
1160,866,3.73,10.1
543,508,3.76,10.06
32,357,1.72,9.23
1725,248,4.9,9.0
1773,424,2.82,11.4
1691,12,2.67,5.03
245,585,3.05,9.03
1544,166,2.11,11.22
763,428,3.28,10.74
1970,233,1.58,13.17
43,18,1.31,3.53
271,214,1.56,11.37
1959,66,1.55,8.52
1524,318,3.23,10.81
789,548,3.75,10.07
821,915,1.62,13.11
203,561,3.12,8.6
1529,365,2.53,11.81
116,536,3.2,7.79
660,543,1.96,12.63
1586,269,3.62,10.26
588,881,3.23,10.81
895,885,2.72,11.54
1835,280,1.44,13.37
404,288,4.28,8.55
1089,53,3.79,4.87
649,825,4.37,9.19
1977,331,2.17,12.33
1151,389,2.14,12.37
1672,189,4.26,8.96
521,894,1.43,13.39
284,436,2.56,10.04
1240,464,4.86,9.0
1046,493,4.96,9.0
1131,900,4.52,9.0
632,861,3.24,10.8
805,233,3.58,10.31
1906,57,2.53,6.81
289,975,3.15,9.24
21,258,3.47,6.64
1242,394,3.88,9.89
47,127,4.75,3.0
1246,16,2.9,4.85
981,440,1.39,13.44
1849,340,4.47,9.04
1694,921,4.65,9.0
516,228,4.39,9.16
1930,987,3.5,10.43
418,718,4.06,8.97
875,625,3.4,10.57
1120,161,2.24,10.86
1807,945,1.97,12.61
1354,480,3.01,11.13
1577,689,3.15,10.93
1657,534,1.84,12.8
1574,600,2.73,11.53
83,204,4.73,5.66
891,103,1.26,10.23
1853,778,2.61,11.7
1073,234,1.42,13.4
196,52,1.15,6.17
268,690,3.91,7.99
1936,313,4.94,9.0
1807,248,3.37,10.61
505,299,3.11,10.99
794,177,4.09,8.78
633,701,2.56,11.77
891,566,4.82,9.0
214,168,3.19,7.46
903,803,3.69,10.16
142,208,2.69,8.72
138,221,2.71,8.66
1976,785,2.24,12.23
387,557,4.49,8.11
911,4,4.9,3.0
1316,849,4.18,9.46
489,547,2.6,11.63
783,597,3.41,10.56
327,905,2.5,10.47
1758,549,1.57,13.19
1091,551,2.41,11.99
714,167,3.11,9.83
716,85,3.42,6.52
1093,831,4.82,9.0
1958,783,4.42,9.11
114,265,2.04,9.43
1637,97,4.98,5.4
1951,699,1.08,13.89
1459,58,4.67,4.03
1087,788,3.16,10.91
1329,898,4.4,9.14
1629,382,2.63,11.67
1030,750,3.18,10.89
1458,728,2.09,12.44
387,554,1.91,11.8
1563,969,2.1,12.43
561,477,3.42,10.54
383,569,4.48,8.09
509,697,1.47,13.33
1126,188,3.86,9.49
476,2,4.55,3.0
118,491,3.96,6.72
1408,273,4.06,9.63
1518,567,3.54,10.37
629,321,1.02,13.97
1776,581,2.42,11.97
1630,621,3.82,9.97
1961,881,4.17,9.47
413,276,4.54,8.3
1775,873,2.88,11.31
1430,859,4.73,9.0
814,123,4.83,6.3
1099,549,4.77,9.0
1122,528,3.73,10.1
1308,533,4.84,9.0
101,203,2.8,8.24
328,951,2.3,10.77
1122,375,1.7,13.0
620,960,3.69,10.16
1320,179,2.96,10.46
1082,511,3.05,11.07
1368,73,3.64,5.78
1451,372,4.63,9.0
1351,628,4.52,9.0
130,215,1.65,10.11
55,461,1.46,9.78
859,92,2.43,8.18
129,792,2.95,8.25
832,187,3.91,9.39
6,415,2.4,8.05
1700,87,3.31,6.74
118,499,3.47,7.42
1839,679,4.95,9.0
1724,835,2.79,11.44
433,37,3.61,4.03
184,528,4.55,6.47
1355,953,2.79,11.44
162,462,3.59,7.6
587,176,1.21,12.86
1210,640,2.28,12.17
1348,95,2.87,7.65
1259,735,1.24,13.66
401,280,1.51,12.48
1513,636,1.47,13.33
353,899,3.55,9.18
1953,125,1.01,11.36
1598,898,2.88,11.31
1321,333,4.57,9.0
251,101,3.04,5.63
